파일명,홍조비율
white_0529_204.png,0.05758594023629447
white_0529_205.png,0.00021847008520333323
white_0529_206.png,3.3810846519563475e-05
white_0529_207.png,0.00012137226955740735
white_0529_208.png,0.17936047217280637
white_0529_209.png,0.03188709604707857
white_0529_210.png,0.09237990213927294
white_0529_211.png,0.0
white_0529_212.png,0.14935377935908506
white_0529_213.png,0.0011920490760102508
white_0529_214.png,0.0
white_0529_215.png,1.7338895651058194e-06
white_0529_216.png,0.3036083975739417
white_0529_217.png,0.004590472623617657
white_0529_218.png,0.008795154818999269
white_0529_219.png,0.02065409249954052
white_0529_220.png,0.0
white_0529_221.png,0.005322174020092312
white_0529_222.png,0.007825043607322562
white_0529_223.png,0.0009831153834149995
white_0529_224.png,0.6803171081961591
white_0529_225.png,0.6803171081961591
white_0529_226.png,0.04486963091563786
white_0529_227.png,1.970333397633745
white_0529_228.png,1.7724569187242798
white_0529_229.png,0.0834806884430727
white_0529_230.png,0.6387308170438958
white_0529_231.png,0.4231891396604938
white_0529_232.png,1.643684627914952
white_0529_233.png,0.8316454475308642
white_0529_234.png,1.3882391868141288
white_0529_235.png,0.7326884537894376
white_0529_236.png,0.19316245498971193
white_0529_237.png,0.09635952503429356
white_0529_238.png,0.006081747256515775
white_0529_239.png,0.7586711784122085
white_0529_240.png,1.3484961741255144
white_0529_241.png,0.004885491683813443
white_0529_242.png,0.7811213991769548
white_0529_243.png,0.1832025891632373
white_0529_244.png,0.21658923825445817
white_0529_245.png,0.1844952953532236
white_0529_246.png,0.2251559284979424
white_0529_247.png,0.228621452760631
white_0529_248.png,0.7058952760631001
white_0529_249.png,0.06125417952674897
white_0529_250.png,0.4883991340877915
white_0529_251.png,0.2117144633058985
white_0529_252.png,0.1176536779835391
white_0529_253.png,0.07989728009259259
white_0529_254.png,0.10020951217421124
white_0529_255.png,0.5496519740226338
white_0529_256.png,1.32568158436214
white_0529_257.png,0.143343031978738
white_0529_258.png,0.4882249871399177
white_0529_259.png,0.4619529106652949
white_0529_260.png,0.8749223036694102
white_0529_261.png,1.409454303840878
white_0529_262.png,0.6263328939471879
white_0529_263.png,0.9782972715192044
white_0529_264.png,0.3999592764060357
white_0529_265.png,0.7637522505144033
white_0529_266.png,0.1066382137345679
white_0529_267.png,0.03010063014403292
white_0529_268.png,0.3148871527777778
white_0529_269.png,0.0
white_0529_270.png,5.201668695317458e-06
white_0529_271.png,0.0
white_0529_272.png,0.001133096830796653
white_0529_273.png,0.1261656072601424
white_0529_274.png,0.2769671844060908
white_0529_275.png,0.3218775249766792
white_0529_276.png,0.0
white_0529_277.png,2.427445391148147e-05
white_0529_278.png,0.0234491224784911
white_0529_279.png,1.2011363912209703
white_0529_280.png,0.2546060776297036
white_0529_281.png,0.045547544985764764
white_0529_282.png,0.346731098002906
white_0529_283.png,0.9462034754082443
white_0529_284.png,8.669447825529097e-07
white_0529_285.png,6.068613477870367e-06
white_0529_286.png,0.003908187079748516
white_0529_287.png,0.0
white_0529_288.png,0.013234779050452719
white_0529_289.png,0.6640892918381345
white_0529_290.png,0.837760684585048
white_0529_291.png,1.7241582391124994
white_0529_292.png,3.2256007388919734
white_0529_293.png,0.9054072986337763
white_0529_294.png,1.5138179025638099
white_0529_295.png,1.8045516575775344
white_0529_296.png,1.5476427062956295
white_0529_297.png,0.7776812075487363
white_0529_298.png,1.1193227515423851
white_0529_299.png,0.6466965198395608
white_0529_300.png,0.3894489962173297
white_0529_301.png,1.0333642934604947
white_0529_302.png,1.258389070210304
white_0529_303.png,0.24665319295769533
white_0529_304.png,0.479485888927517
white_0529_305.png,1.7127647033607682
white_0529_306.png,2.0150596922153636
white_0529_307.png,1.6274956597222223
white_0529_308.png,2.21996367026749
white_0529_309.png,1.0827413854311743
white_0529_310.png,8.031857559825291e-07
white_0529_311.png,0.0006377294902501281
white_0529_312.png,0.014470997765537227
white_0529_313.png,1.4470045990416387
white_0529_314.png,0.6477275465405986
white_0529_315.png,1.1030722200788752
white_0529_316.png,0.8988634902263375
white_0529_317.png,0.7993170760459534
white_1.png,3.4677791302116388e-06
white_10.png,0.3779662515735048
white_100.png,0.15303497942386832
white_101.png,0.30699159807956106
white_102.png,0.5301836848422496
